time,open,high,low,close
2020-04-10,0.00002989,0.00019455,0.00002989,0.00013792
2020-04-11,0.00013793,0.00015333,0.00011151,0.00011455
2020-04-12,0.00011467,0.0001355,0.00011042,0.00012726
2020-04-13,0.00012772,0.00012822,0.000113,0.00011375
2020-04-14,0.00011357,0.0001165,0.00009105,0.000097
2020-04-15,0.00009713,0.00010353,0.00009201,0.00009627
2020-04-16,0.00009611,0.00011365,0.00009497,0.00009725
2020-04-17,0.00009713,0.00010094,0.00009304,0.00009321
2020-04-18,0.00009325,0.00009985,0.0000931,0.00009348
2020-04-19,0.00009348,0.00009392,0.00008329,0.00008477
2020-04-20,0.00008478,0.00008913,0.00007624,0.00007777
2020-04-21,0.00007777,0.00008695,0.00007428,0.0000844
2020-04-22,0.00008422,0.00009983,0.0000827,0.00009727
2020-04-23,0.00009727,0.00009822,0.0000811,0.00008426
2020-04-24,0.00008445,0.00008879,0.00008132,0.00008328
2020-04-25,0.00008353,0.00008885,0.000082,0.00008564
2020-04-26,0.00008564,0.00009093,0.00008143,0.00008272
2020-04-27,0.00008272,0.00008496,0.00007298,0.00007322
2020-04-28,0.00007363,0.00009068,0.00007329,0.00008468
2020-04-29,0.00008495,0.000095,0.00008087,0.00008503
2020-04-30,0.00008498,0.00009088,0.00007768,0.00008015
2020-05-01,0.00008012,0.000084,0.00007748,0.00008201
2020-05-02,0.00008201,0.00008455,0.00007888,0.00007938
2020-05-03,0.00007922,0.00007998,0.00007318,0.00007657
2020-05-04,0.0000767,0.00007964,0.00007067,0.000075
2020-05-05,0.00007509,0.00007679,0.00007072,0.00007173
2020-05-06,0.00007174,0.00007406,0.000067,0.00006754
2020-05-07,0.00006754,0.00006852,0.00005729,0.00006085
2020-05-08,0.00006067,0.00006366,0.00005882,0.00006157
2020-05-09,0.00006168,0.00006485,0.00006125,0.00006319
2020-05-10,0.00006312,0.0000699,0.00006086,0.00006198
2020-05-11,0.00006195,0.00006548,0.00005903,0.00006018
2020-05-12,0.00006018,0.000063,0.000059,0.00006083
2020-05-13,0.00006082,0.00006223,0.00005696,0.00005941
2020-05-14,0.00005941,0.00006218,0.00005694,0.00005836
2020-05-15,0.00005838,0.00006,0.00005824,0.00005983
2020-05-16,0.00005982,0.0000639,0.00005962,0.00006388
2020-05-17,0.0000637,0.00006736,0.00006242,0.00006348
2020-05-18,0.0000635,0.0000708,0.00006238,0.00006717
2020-05-19,0.00006703,0.00006747,0.00006248,0.00006366
2020-05-20,0.00006404,0.00006404,0.00006054,0.00006113
2020-05-21,0.00006113,0.00006738,0.00006015,0.000067
2020-05-22,0.00006695,0.00007382,0.00006412,0.00006942
2020-05-23,0.00006938,0.0000695,0.00006367,0.00006614
2020-05-24,0.00006615,0.00006635,0.00006226,0.00006278
2020-05-25,0.0000627,0.000074,0.00006101,0.00006688
2020-05-26,0.00006691,0.00006899,0.0000639,0.0000649
2020-05-27,0.0000649,0.00006733,0.00006294,0.0000642
2020-05-28,0.0000642,0.00006445,0.00005992,0.00006009
2020-05-29,0.00006008,0.00006259,0.00005948,0.00006161
2020-05-30,0.00006162,0.00006321,0.00005895,0.00006037
2020-05-31,0.00006037,0.00006147,0.00005979,0.00006046
2020-06-01,0.00006045,0.0000615,0.00005563,0.0000564
2020-06-02,0.0000564,0.00006011,0.00005637,0.0000595
2020-06-03,0.0000595,0.00006229,0.00005886,0.00006081
2020-06-04,0.00006081,0.00006141,0.00005852,0.00005974
2020-06-05,0.00005974,0.00007188,0.00005864,0.00006843
2020-06-06,0.00006848,0.0000685,0.0000636,0.0000646
2020-06-07,0.00006461,0.00006466,0.00006235,0.00006288
2020-06-08,0.00006288,0.00007057,0.00006258,0.00006839
2020-06-09,0.00006832,0.00006832,0.0000642,0.00006726
2020-06-10,0.00006726,0.00006852,0.00006398,0.000065
2020-06-11,0.00006511,0.00006576,0.00006123,0.00006145
2020-06-12,0.00006166,0.00006484,0.00006085,0.00006274
2020-06-13,0.00006279,0.00006453,0.0000622,0.00006447
2020-06-14,0.00006447,0.00006541,0.00006183,0.00006258
2020-06-15,0.00006256,0.00006299,0.00005992,0.00006049
2020-06-16,0.00006048,0.00006169,0.00006,0.00006134
2020-06-17,0.00006137,0.00006228,0.00006054,0.00006177
2020-06-18,0.00006177,0.0000692,0.00006147,0.00006631
2020-06-19,0.00006611,0.00009095,0.00006589,0.00007376
2020-06-20,0.00007383,0.00007446,0.000067,0.00006933
2020-06-21,0.00006927,0.00008055,0.00006779,0.0000725
2020-06-22,0.00007249,0.00007798,0.00006852,0.0000753
2020-06-23,0.00007554,0.00007999,0.0000725,0.00007356
2020-06-24,0.00007358,0.0000869,0.000072,0.00007908
2020-06-25,0.0000793,0.00008157,0.00007562,0.00007728
2020-06-26,0.00007728,0.00008321,0.00007444,0.00008053
2020-06-27,0.0000806,0.00008182,0.00007399,0.00007911
2020-06-28,0.00007911,0.00009259,0.00007605,0.00008758
2020-06-29,0.00008754,0.00009799,0.00008453,0.00009298
2020-06-30,0.00009278,0.000115,0.00009253,0.00009415
2020-07-01,0.00009403,0.00009937,0.00008838,0.00009011
2020-07-02,0.0000901,0.00009085,0.00008306,0.00008549
2020-07-03,0.00008516,0.00008689,0.00008215,0.00008483
2020-07-04,0.00008494,0.00009116,0.00008392,0.0000855
2020-07-05,0.00008551,0.00008565,0.00006881,0.00007635
2020-07-06,0.00007635,0.00007792,0.0000743,0.00007601
2020-07-07,0.000076,0.000085,0.00007555,0.00008135
2020-07-08,0.00008131,0.00008997,0.0000737,0.00008411
2020-07-09,0.00008449,0.00009586,0.00008155,0.00009185
2020-07-10,0.00009189,0.000103,0.00009087,0.00009817
2020-07-11,0.00009831,0.00010023,0.0000923,0.0000999
2020-07-12,0.0000999,0.0001236,0.00009831,0.00010935
2020-07-13,0.00010943,0.00014194,0.00010856,0.00012679
2020-07-14,0.00012756,0.0001375,0.00012154,0.00012394
2020-07-15,0.000124,0.000154,0.000123,0.00013926
2020-07-16,0.00013995,0.000152,0.00009,0.0000955
2020-07-17,0.0000955,0.0001145,0.00008433,0.00010685
2020-07-18,0.00010685,0.00010928,0.00010172,0.00010576
2020-07-19,0.00010516,0.00010636,0.000098,0.00010041
2020-07-20,0.00010041,0.00010041,0.0000927,0.00009559
2020-07-21,0.0000951,0.00011,0.00009375,0.00010438
2020-07-22,0.00010391,0.000119,0.00010391,0.00010967
2020-07-23,0.00010932,0.000117,0.00010438,0.00010936
2020-07-24,0.00010972,0.00010988,0.0001,0.00010458
2020-07-25,0.00010458,0.0001485,0.00010452,0.00012934
2020-07-26,0.00012889,0.00016479,0.00012724,0.0001579
2020-07-27,0.00015784,0.00019906,0.00015304,0.0001622
2020-07-28,0.00016267,0.00016984,0.00014523,0.0001636
2020-07-29,0.00016353,0.00019269,0.00014123,0.00014978
2020-07-30,0.00014962,0.00016445,0.00014701,0.00015172
2020-07-31,0.00015172,0.00015175,0.0001333,0.000135
2020-08-01,0.00013523,0.00014673,0.00012949,0.00013013
2020-08-02,0.00013013,0.00015788,0.00012673,0.00015691
2020-08-03,0.00015677,0.000165,0.00014925,0.00015943
2020-08-04,0.00015947,0.00017511,0.00015881,0.00016732
2020-08-05,0.00016732,0.00016966,0.000145,0.0001488
2020-08-06,0.0001489,0.00018997,0.0001475,0.00018632
2020-08-07,0.00018632,0.00018663,0.000165,0.0001795
2020-08-08,0.0001795,0.0002199,0.00017408,0.00021015
2020-08-09,0.00021048,0.00023307,0.000198,0.00022735
2020-08-10,0.00022773,0.000287,0.0002099,0.00026302
2020-08-11,0.00026301,0.00030446,0.0002302,0.00028856
2020-08-12,0.00028986,0.00034157,0.00027155,0.0003245
2020-08-13,0.00032444,0.000358,0.0002995,0.00031625
2020-08-14,0.00031614,0.00032072,0.00028126,0.0002904
2020-08-15,0.0002904,0.00031403,0.000266,0.00026777
2020-08-16,0.00026778,0.00029379,0.00026,0.00028365
2020-08-17,0.00028365,0.00028574,0.0002488,0.00025311
2020-08-18,0.00025307,0.000309,0.000235,0.00028013
2020-08-19,0.00027947,0.00029136,0.000237,0.00024662
2020-08-20,0.00024647,0.00029066,0.00024615,0.00027059
2020-08-21,0.00027016,0.00028893,0.00024779,0.00025399
2020-08-22,0.00025359,0.00027613,0.00023524,0.00025867
2020-08-23,0.00025857,0.00029225,0.0002574,0.00027932
2020-08-24,0.00027985,0.00030742,0.00027357,0.00028414
2020-08-25,0.00028459,0.00029089,0.00026338,0.00028744
2020-08-26,0.00028693,0.00033192,0.00028063,0.00031025
2020-08-27,0.00031025,0.0003385,0.00027354,0.00030451
2020-08-28,0.0003045,0.000375,0.0003045,0.00034775
2020-08-29,0.00034836,0.00035777,0.00032704,0.00034504
2020-08-30,0.00034506,0.00040669,0.00033972,0.0003774
2020-08-31,0.00037736,0.00041845,0.00035292,0.00040702
2020-09-01,0.00040702,0.00042282,0.00036166,0.00036304
2020-09-02,0.00036239,0.00036805,0.00032503,0.000366
2020-09-03,0.000366,0.00039136,0.00033254,0.00034408
2020-09-04,0.00034488,0.00037296,0.00031034,0.00033838
2020-09-05,0.00033794,0.00035044,0.0002055,0.00025711
2020-09-06,0.00025663,0.00030806,0.0002232,0.00030109
2020-09-07,0.00030109,0.00031172,0.00024001,0.00028269
2020-09-08,0.00028254,0.0002833,0.0002378,0.00024351
2020-09-09,0.00024372,0.00037941,0.000238,0.0003533
2020-09-10,0.0003526,0.0003729,0.00032188,0.00033644
2020-09-11,0.0003358,0.00033772,0.00029743,0.00032731
2020-09-12,0.00032722,0.0003314,0.00030432,0.00031948
2020-09-13,0.00031958,0.00032945,0.00029101,0.00031576
2020-09-14,0.00031528,0.00033968,0.00029968,0.0003058
2020-09-15,0.0003058,0.00030881,0.00026898,0.00027199
2020-09-16,0.00027199,0.00027433,0.00022293,0.00023145
2020-09-17,0.00023118,0.00026851,0.00021741,0.0002635
2020-09-18,0.00026351,0.00028998,0.00025042,0.00028471
2020-09-19,0.00028414,0.00029789,0.000269,0.000273
2020-09-20,0.00027301,0.00027431,0.00025028,0.00026233
2020-09-21,0.00026243,0.0002775,0.00023161,0.00026557
2020-09-22,0.00026474,0.00028662,0.000255,0.00027666
2020-09-23,0.00027751,0.00029319,0.00026232,0.00027825
2020-09-24,0.0002785,0.0003055,0.00027236,0.00029247
2020-09-25,0.00029321,0.000305,0.00027444,0.00029859
2020-09-26,0.0002987,0.0003002,0.00028251,0.0002919
2020-09-27,0.0002919,0.00029648,0.00028115,0.00029335
2020-09-28,0.000293,0.00029525,0.00027,0.00027593
2020-09-29,0.00027629,0.00028219,0.00026663,0.00027199
2020-09-30,0.00027182,0.00027753,0.00026472,0.00026872
2020-10-01,0.00026911,0.00027581,0.0002535,0.00026971
2020-10-02,0.00026962,0.000273,0.00023233,0.00024833
2020-10-03,0.00024767,0.00025323,0.00024089,0.00024135
2020-10-04,0.00024135,0.0002439,0.00022809,0.00023626
2020-10-05,0.00023627,0.00024878,0.00023066,0.00024558
2020-10-06,0.00024559,0.00024677,0.00020095,0.0002051
2020-10-07,0.0002051,0.00022652,0.00019726,0.00021568
2020-10-08,0.00021569,0.000225,0.00019077,0.00021648
2020-10-09,0.00021637,0.0002397,0.00021186,0.00022927
2020-10-10,0.00022885,0.00023067,0.00021157,0.00021293
2020-10-11,0.00021253,0.00021621,0.00020676,0.00021302
2020-10-12,0.00021305,0.000233,0.00021257,0.00022423
2020-10-13,0.00022341,0.00022424,0.00020553,0.00021012
2020-10-14,0.0002105,0.0002132,0.0001974,0.00020259
2020-10-15,0.00020271,0.00020601,0.00019413,0.00019737
2020-10-16,0.00019702,0.00019906,0.000187,0.00018922
2020-10-17,0.00018879,0.00019927,0.0001867,0.00019404
2020-10-18,0.00019394,0.000197,0.00018991,0.00019231
2020-10-19,0.00019232,0.00019236,0.00017465,0.00017518
2020-10-20,0.00017522,0.00017997,0.000155,0.00015864
2020-10-21,0.00015859,0.00016619,0.00014283,0.00014756
2020-10-22,0.00014768,0.00016166,0.00014346,0.00015095
2020-10-23,0.00015096,0.00015341,0.000144,0.00015171
2020-10-24,0.00015191,0.00015192,0.00014404,0.00014609
2020-10-25,0.00014609,0.00014788,0.00013531,0.00013766
2020-10-26,0.00013759,0.00014184,0.00012653,0.00012858
2020-10-27,0.00012837,0.00013083,0.0001212,0.00012519
2020-10-28,0.00012525,0.00012581,0.00010652,0.00011447
2020-10-29,0.0001145,0.00011854,0.00010544,0.00010674
2020-10-30,0.00010663,0.00010877,0.00010128,0.00010629
2020-10-31,0.00010605,0.00011273,0.0001053,0.00011231
2020-11-01,0.00011233,0.00011891,0.00011015,0.0001168
2020-11-02,0.00011667,0.0001194,0.00010824,0.00010893
2020-11-03,0.00010873,0.00010938,0.0001002,0.00010063
2020-11-04,0.00010059,0.00010201,0.00009177,0.00009823
2020-11-05,0.00009815,0.0001003,0.00008688,0.00008984
2020-11-06,0.00008989,0.00012512,0.00008978,0.00012219
2020-11-07,0.00012239,0.00016127,0.00012239,0.00013645
2020-11-08,0.00013651,0.00014763,0.00013108,0.00013938
2020-11-09,0.00013912,0.00014116,0.00013042,0.00013286
2020-11-10,0.00013286,0.0001515,0.0001317,0.00014828
2020-11-11,0.00014794,0.00014933,0.00012602,0.00012769
2020-11-12,0.00012768,0.00013152,0.00011428,0.00011715
2020-11-13,0.00011713,0.00012815,0.00011566,0.00012342
2020-11-14,0.00012359,0.00012599,0.00011863,0.00011946
2020-11-15,0.00011936,0.00013822,0.00011923,0.00012809
2020-11-16,0.00012788,0.0001459,0.00012493,0.00013563
2020-11-17,0.00013562,0.00013979,0.00011976,0.00012446
2020-11-18,0.0001247,0.00012551,0.000112,0.00011895
2020-11-19,0.00011916,0.00012281,0.00011355,0.000117
2020-11-20,0.00011684,0.00012274,0.00011217,0.00011254
2020-11-21,0.00011256,0.00013383,0.00011002,0.00012739
2020-11-22,0.00012769,0.00012959,0.00011461,0.00011703
2020-11-23,0.00011697,0.00012666,0.00011656,0.00012384
2020-11-24,0.00012409,0.0001338,0.00011129,0.00011899
2020-11-25,0.00011901,0.0001323,0.00011563,0.00012122
2020-11-26,0.0001212,0.00012291,0.00010009,0.00011146
2020-11-27,0.00011146,0.00011548,0.00010733,0.00010863
2020-11-28,0.00010881,0.00011181,0.00010527,0.0001064
2020-11-29,0.00010641,0.00010761,0.00010331,0.00010531
2020-11-30,0.00010553,0.00010732,0.00009863,0.00009987
2020-12-01,0.00009983,0.00011004,0.00009897,0.00010506
2020-12-02,0.00010506,0.00011663,0.00010484,0.00011016
2020-12-03,0.00011019,0.00011796,0.00010712,0.00010806
2020-12-04,0.00010811,0.00010849,0.00009856,0.00009942
2020-12-05,0.00009924,0.00010368,0.00009831,0.00010349
2020-12-06,0.00010347,0.00010365,0.00009507,0.00009544
2020-12-07,0.00009542,0.00009875,0.00009486,0.00009557
2020-12-08,0.00009539,0.00009539,0.00008796,0.0000907
2020-12-09,0.00009086,0.0000916,0.00008479,0.00008943
2020-12-10,0.00008959,0.00008996,0.00008521,0.00008597
2020-12-11,0.00008601,0.00008631,0.00007973,0.00007973
2020-12-12,0.00007971,0.0000834,0.00007913,0.00007925
2020-12-13,0.00007926,0.00008542,0.00007751,0.00008182
2020-12-14,0.00008186,0.00008464,0.00007962,0.00008256
2020-12-15,0.0000827,0.00009348,0.00008158,0.0000905
2020-12-16,0.00009046,0.00009064,0.0000796,0.00008346
2020-12-17,0.00008338,0.00008462,0.00007095,0.00007358
2020-12-18,0.0000735,0.00007401,0.00007181,0.0000735
2020-12-19,0.0000735,0.00007703,0.00006974,0.0000699
2020-12-20,0.00007011,0.00007138,0.00006504,0.00006644
2020-12-21,0.00006663,0.000069,0.00006543,0.00006766
2020-12-22,0.0000676,0.00006829,0.00006224,0.00006264
2020-12-23,0.00006256,0.00006321,0.00004501,0.0000516
2020-12-24,0.00005163,0.00005869,0.00005069,0.00005733
2020-12-25,0.00005739,0.00006196,0.00005628,0.00005865
2020-12-26,0.00005849,0.00005891,0.00004971,0.0000501
2020-12-27,0.00005,0.00005205,0.00004516,0.0000496
2020-12-28,0.00004961,0.00005717,0.00004841,0.00005609
2020-12-29,0.0000561,0.00006424,0.00005417,0.00006099
2020-12-30,0.00006098,0.00006149,0.00005285,0.00005309
2020-12-31,0.0000531,0.00005431,0.00005016,0.00005216
2021-01-01,0.00005205,0.00006356,0.00005201,0.00006285
2021-01-02,0.00006271,0.00006488,0.00005342,0.000056
2021-01-03,0.00005583,0.00007009,0.00005503,0.0000662
2021-01-04,0.0000662,0.00007889,0.0000618,0.000078
2021-01-05,0.00007789,0.00007791,0.00006251,0.00006353
2021-01-06,0.00006365,0.00006395,0.0000501,0.00005273
2021-01-07,0.00005272,0.00007,0.00005213,0.00005999
2021-01-08,0.00006016,0.00009267,0.00005695,0.00007945
2021-01-09,0.00007934,0.00009098,0.00007341,0.00008431
2021-01-10,0.00008431,0.00009356,0.00008043,0.00009033
2021-01-11,0.00009037,0.0001,0.00008229,0.00008754
2021-01-12,0.00008761,0.0001098,0.000087,0.00010662
2021-01-13,0.00010668,0.00010784,0.00009061,0.00009448
2021-01-14,0.00009419,0.00009441,0.00008055,0.00008386
2021-01-15,0.00008401,0.00009046,0.000083,0.00008825
2021-01-16,0.00008828,0.0001012,0.00008728,0.00009521
2021-01-17,0.00009529,0.00011192,0.00009278,0.00010659
2021-01-18,0.00010683,0.00011484,0.00010079,0.00010348
2021-01-19,0.00010349,0.00011098,0.00009917,0.00010125
2021-01-20,0.00010124,0.00010661,0.00009738,0.0001048
2021-01-21,0.00010461,0.000111,0.00009623,0.00009685
2021-01-22,0.000097,0.00011,0.00008608,0.00010102
2021-01-23,0.00010103,0.00011143,0.00010103,0.00010916
2021-01-24,0.00010932,0.00011701,0.00010853,0.00011261
2021-01-25,0.00011253,0.00011838,0.0001,0.00011471
2021-01-26,0.00011506,0.00012775,0.00011497,0.00012447
2021-01-27,0.00012446,0.00012446,0.00011647,0.00012117
2021-01-28,0.00012101,0.000125,0.000113,0.00011422
2021-01-29,0.00011424,0.00011456,0.000095,0.00011183
2021-01-30,0.0001119,0.00012459,0.00011073,0.00012349
2021-01-31,0.00012349,0.00014334,0.00012169,0.00012835
2021-02-01,0.00012866,0.00013764,0.00011962,0.00013753
2021-02-02,0.00013763,0.00015643,0.00013128,0.0001475
2021-02-03,0.00014743,0.000155,0.00013761,0.00015284
2021-02-04,0.00015222,0.00017514,0.00014911,0.00017371
2021-02-05,0.0001738,0.00018751,0.00017301,0.00017463
2021-02-06,0.00017463,0.00017718,0.0001393,0.00015616
2021-02-07,0.00015648,0.00017857,0.00015081,0.00017251
2021-02-08,0.0001724,0.0001975,0.000145,0.00016923
2021-02-09,0.0001695,0.0001852,0.00016221,0.00016785
2021-02-10,0.00016814,0.00020269,0.00016252,0.00020269
2021-02-11,0.00020259,0.00021369,0.0001842,0.000192
2021-02-12,0.00019184,0.00020875,0.00018599,0.00019459
2021-02-13,0.00019449,0.00019973,0.00018375,0.00018538
2021-02-14,0.00018546,0.0001947,0.00017262,0.00017924
2021-02-15,0.00017939,0.00019703,0.00016645,0.00018466
2021-02-16,0.00018466,0.00018552,0.00016401,0.00016871
2021-02-17,0.00016863,0.00016896,0.00015,0.00015809
2021-02-18,0.00015808,0.00018097,0.00015733,0.00017427
2021-02-19,0.00017427,0.00022841,0.00016725,0.00020549
2021-02-20,0.00020547,0.0002131,0.00017622,0.00017861
2021-02-21,0.00017865,0.00020352,0.00017689,0.00019289
2021-02-22,0.00019293,0.00027286,0.00017627,0.00026658
2021-02-23,0.00026658,0.00033302,0.00024988,0.00031111
2021-02-24,0.00031134,0.0003649,0.00030635,0.00034605
2021-02-25,0.00034582,0.00035204,0.000288,0.00029494
2021-02-26,0.00029403,0.00032679,0.0002887,0.00029354
2021-02-27,0.00029341,0.00031356,0.00028329,0.00028636
2021-02-28,0.00028588,0.00030941,0.000262,0.00029005
2021-03-01,0.00028966,0.00032045,0.00028705,0.00030275
2021-03-02,0.00030213,0.00030887,0.00028275,0.00028727
2021-03-03,0.00028813,0.00029048,0.00027301,0.00027959
2021-03-04,0.00027994,0.00028071,0.00026443,0.00026998
2021-03-05,0.00026984,0.00027354,0.000253,0.00025711
2021-03-06,0.00025711,0.00027441,0.00025,0.00026697
2021-03-07,0.00026685,0.0002975,0.00025173,0.00027147
2021-03-08,0.00027092,0.0002733,0.00025557,0.0002598
